genesym	ensid	essentiality
MAST2	ENSG00000086015	2.15
ME2	ENSG00000082212	2.15
MKI67	ENSG00000148773	2.15
MKRN1	ENSG00000133606	2.15
MOS	ENSG00000172680	2.15
MTMR2	ENSG00000087053	2.15
MTMR6	ENSG00000139505	2.15
NBPF6	ENSG00000186086	2.15
NPY1R	ENSG00000164128	2.15
NSUN7	ENSG00000179299	2.15
NT5C1B-RDH14		2.15
NXF2B	ENSG00000269437	2.15
OCM	ENSG00000122543	2.15
ODF2L	ENSG00000122417	2.15
PAGE5	ENSG00000158639	2.15
PAK1	ENSG00000149269	2.15
PCDHB14		2.15
PDHA1	ENSG00000131828	2.15
PDSS2	ENSG00000164494	2.15
PET117	ENSG00000232838	2.15
PGP	ENSG00000184207	2.15
PHF23	ENSG00000040633	2.15
PIK3R1	ENSG00000145675	2.15
PKP4	ENSG00000144283	2.15
PLA2G7	ENSG00000146070	2.15
PLAGL2	ENSG00000126003	2.15
PLEKHG4	ENSG00000196155	2.15
POC1B	ENSG00000139323	2.15
POGZ	ENSG00000143442	2.15
POU2AF1	ENSG00000110777	2.15
PRAME	ENSG00000185686	2.15
PRKACG	ENSG00000165059	2.15
PRRC1	ENSG00000164244	2.15
PSG4	ENSG00000243137	2.15
PSPC1	ENSG00000121390	2.15
RABIF	ENSG00000183155	2.15
RASGRP2	ENSG00000068831	2.15
RHCE	ENSG00000188672	2.15
RING1	ENSG00000204227	2.15
RNF207	ENSG00000158286	2.15
RNF25	ENSG00000163481	2.15
ROCK1	ENSG00000067900	2.15
SDHAF1	ENSG00000205138	2.15
SEC23IP	ENSG00000107651	2.15
SETD1B	ENSG00000139718	2.15
SETDB2	ENSG00000136169	2.15
SH3GL1	ENSG00000141985	2.15
SLC25A46	ENSG00000164209	2.15
SNX1	ENSG00000028528	2.15
SPDEF	ENSG00000124664	2.15
SRPK1	ENSG00000096063	2.15
STAT3	ENSG00000168610	2.15
SUMO4	ENSG00000177688	2.15
TCP10L2	ENSG00000166984	2.15
THUMPD2	ENSG00000138050	2.15
TMEM165	ENSG00000134851	2.15
TMEM216	ENSG00000187049	2.15
TMEM243	ENSG00000135185	2.15
UBE2F	ENSG00000184182	2.15
UBE3A	ENSG00000114062	2.15
WDR78	ENSG00000152763	2.15
YLPM1	ENSG00000119596	2.15
ZCWPW2	ENSG00000206559	2.15
ZMYM2	ENSG00000121741	2.15
ZNF267	ENSG00000185947	2.15
ZNF638	ENSG00000075292	2.15
ZNF689	ENSG00000156853	2.15
AASS	ENSG00000008311	1.85
ABCB1	ENSG00000085563	1.85
ABHD15	ENSG00000168792	1.85
ACTR5	ENSG00000101442	1.85
ADAM2	ENSG00000104755	1.85
ADRBK1		1.85
AHR	ENSG00000106546	1.85
AK9	ENSG00000155085	1.85
AKR7A3	ENSG00000162482	1.85
ANKHD1	ENSG00000131503	1.85
ANKRA2	ENSG00000164331	1.85
ANKRD18A	ENSG00000180071	1.85
ANXA3	ENSG00000138772	1.85
ARID1A	ENSG00000117713	1.85
ARL14EPL	ENSG00000268223	1.85
ARMC1	ENSG00000104442	1.85
ARNT	ENSG00000143437	1.85
ASCL1	ENSG00000139352	1.85
ATP6AP1L	ENSG00000205464	1.85
BMP2K	ENSG00000138756	1.85
BRPF3	ENSG00000096070	1.85
BSG	ENSG00000172270	1.85
BSPH1	ENSG00000188334	1.85
C10orf107	ENSG00000183346	1.85
C10orf128	ENSG00000204161	1.85
C12orf40	ENSG00000180116	1.85
C15orf38-AP3S2		1.85
C17orf104		1.85
C1orf52	ENSG00000162642	1.85
C2CD4D	ENSG00000225556	1.85
CAAP1	ENSG00000120159	1.85
CALML6	ENSG00000169885	1.85
CCDC25	ENSG00000147419	1.85
CD300C	ENSG00000167850	1.85
CDH1	ENSG00000039068	1.85
CDX2	ENSG00000165556	1.85
CEP57L1	ENSG00000183137	1.85
CETN2	ENSG00000147400	1.85
CHIC2	ENSG00000109220	1.85
CHMP1B	ENSG00000255112	1.85
CHUK	ENSG00000213341	1.85
DCAF6	ENSG00000143164	1.85
DDRGK1	ENSG00000198171	1.85
DEFB108B	ENSG00000184276	1.85
DEFB121	ENSG00000204548	1.85
DHCR24	ENSG00000116133	1.85
DIS3L2	ENSG00000144535	1.85
DLAT	ENSG00000150768	1.85
DOLPP1	ENSG00000167130	1.85
DPP4	ENSG00000197635	1.85
DRAP1	ENSG00000175550	1.85
DRC1	ENSG00000157856	1.85
DYNC1LI1	ENSG00000144635	1.85
DYNC2LI1	ENSG00000138036	1.85
DYNLL2	ENSG00000264364	1.85
EDDM3B	ENSG00000181552	1.85
ELF1	ENSG00000120690	1.85
ENHO	ENSG00000168913	1.85
EPG5	ENSG00000152223	1.85
ESR1	ENSG00000091831	1.85
EXOG	ENSG00000157036	1.85
F2R	ENSG00000181104	1.85
FAM171B	ENSG00000144369	1.85
FAM69A	ENSG00000154511	1.85
FAM9B	ENSG00000177138	1.85
FANCC	ENSG00000158169	1.85
FBXO25	ENSG00000147364	1.85
FERMT3	ENSG00000149781	1.85
FLVCR2	ENSG00000119686	1.85
FNBP1	ENSG00000187239	1.85
GALK2	ENSG00000156958	1.85
GCSAML	ENSG00000169224	1.85
GPBP1L1	ENSG00000159592	1.85
GSG2	ENSG00000177602	1.85
GZF1	ENSG00000125812	1.85
HAND2	ENSG00000164107	1.85
HEMGN	ENSG00000136929	1.85
HIST1H1C	ENSG00000187837	1.85
HIST4H4	ENSG00000197837	1.85
HMCN1	ENSG00000143341	1.85
HMGXB3	ENSG00000113716	1.85
HN1	ENSG00000189159	1.85
IL36B	ENSG00000136696	1.85
IL7	ENSG00000104432	1.85
IRAK4	ENSG00000198001	1.85
ITPR2	ENSG00000123104	1.85
ITSN2	ENSG00000198399	1.85
JUP	ENSG00000173801	1.85
KBTBD3	ENSG00000182359	1.85
KDELR2	ENSG00000136240	1.85
KIF3A	ENSG00000131437	1.85
KLB	ENSG00000134962	1.85
KLHL41	ENSG00000239474	1.85
KLRF2	ENSG00000256797	1.85
L3MBTL3	ENSG00000198945	1.85
LAMTOR5	ENSG00000134248	1.85
LCA5L	ENSG00000157578	1.85
LIG3	ENSG00000005156	1.85
LIN37	ENSG00000267796	1.85
LMAN2L	ENSG00000114988	1.85
LMOD1	ENSG00000163431	1.85
LOH12CR1		1.85
MAGEA12	ENSG00000213401	1.85
MAGEA9	ENSG00000123584	1.85
MAPKAPK5	ENSG00000089022	1.85
MBD3	ENSG00000071655	1.85
MBOAT2	ENSG00000143797	1.85
METTL1	ENSG00000037897	1.85
MICB	ENSG00000204516	1.85
MMAA	ENSG00000151611	1.85
MPDU1	ENSG00000129255	1.85
MT1F	ENSG00000198417	1.85
MTA2	ENSG00000149480	1.85
NCSTN	ENSG00000162736	1.85
NDUFB11	ENSG00000147123	1.85
NFE2L1	ENSG00000082641	1.85
NOMO2	ENSG00000185164	1.85
NUFIP2	ENSG00000108256	1.85
NUP37	ENSG00000075188	1.85
ORM1	ENSG00000229314	1.85
OTUD1	ENSG00000165312	1.85
OXSM	ENSG00000151093	1.85
P4HA1	ENSG00000122884	1.85
PAG1	ENSG00000076641	1.85
PARP6	ENSG00000137817	1.85
PCDHA12		1.85
PCP4L1	ENSG00000248485	1.85
PDS5B	ENSG00000083642	1.85
PEX3	ENSG00000034693	1.85
PEX5	ENSG00000139197	1.85
PHIP	ENSG00000146247	1.85
PIAS1	ENSG00000033800	1.85
PIM2	ENSG00000102096	1.85
PLEKHF2	ENSG00000175895	1.85
PLGLB1	ENSG00000183281	1.85
PM20D1	ENSG00000162877	1.85
PMM2	ENSG00000140650	1.85
POLG2	ENSG00000256525	1.85
PRKAG2	ENSG00000106617	1.85
PRKAR2A	ENSG00000114302	1.85
PRKCI	ENSG00000163558	1.85
PROS1	ENSG00000184500	1.85
PTP4A2	ENSG00000184007	1.85
RAB24	ENSG00000169228	1.85
RAB40A	ENSG00000172476	1.85
RAB5C	ENSG00000108774	1.85
RAD50	ENSG00000113522	1.85
RAET1L	ENSG00000155918	1.85
RAP1GDS1	ENSG00000138698	1.85
RAVER2	ENSG00000162437	1.85
RBM15	ENSG00000162775	1.85
RBM26	ENSG00000139746	1.85
RBM5	ENSG00000003756	1.85
RCOR2	ENSG00000167771	1.85
REP15	ENSG00000174236	1.85
RHOC	ENSG00000155366	1.85
RIPK3	ENSG00000129465	1.85
RNF19A	ENSG00000034677	1.85
RNMTL1		1.85
SCNM1	ENSG00000163156	1.85
SETDB1	ENSG00000143379	1.85
SMAD6	ENSG00000137834	1.85
SNX25	ENSG00000109762	1.85
SPPL3	ENSG00000157837	1.85
SPRYD4	ENSG00000176422	1.85
SRSF5	ENSG00000100650	1.85
STIP1	ENSG00000168439	1.85
STK40	ENSG00000196182	1.85
TAS2R19	ENSG00000212124	1.85
TAS2R43	ENSG00000255374	1.85
TEAD4	ENSG00000197905	1.85
TMEM194B		1.85
TMEM41A	ENSG00000163900	1.85
TMTC3	ENSG00000139324	1.85
TRAF7	ENSG00000131653	1.85
TRIM43	ENSG00000144015	1.85
TRIM8	ENSG00000171206	1.85
TSC1	ENSG00000165699	1.85
TXNL1	ENSG00000091164	1.85
UBE2J1	ENSG00000198833	1.85
UHRF1BP1L	ENSG00000111647	1.85
USP32	ENSG00000170832	1.85
VN1R2	ENSG00000196131	1.85
VPS39	ENSG00000166887	1.85
WDR93	ENSG00000140527	1.85
ZBTB12	ENSG00000204366	1.85
ZC3H10	ENSG00000135482	1.85
ZFAND1	ENSG00000104231	1.85
ZNF578	ENSG00000258405	1.85
ZNFX1	ENSG00000124201	1.85
ZSCAN18	ENSG00000121413	1.85
AAR2	ENSG00000131043	1.54
ACAD8	ENSG00000151498	1.54
ACO1	ENSG00000122729	1.54
ACTR3B	ENSG00000133627	1.54
ADAMTSL4	ENSG00000143382	1.54
ADNP	ENSG00000101126	1.54
AFF4	ENSG00000072364	1.54
AHNAK	ENSG00000124942	1.54
ALG9	ENSG00000086848	1.54
AMY2B	ENSG00000240038	1.54
ANP32A	ENSG00000140350	1.54
APRT	ENSG00000198931	1.54
ARHGEF2	ENSG00000116584	1.54
ARID1B	ENSG00000049618	1.54
ARL14EP	ENSG00000152219	1.54
ARL3	ENSG00000138175	1.54
ARL5B	ENSG00000165997	1.54
ART3	ENSG00000156219	1.54
ATAD3A	ENSG00000197785	1.54
ATP11B	ENSG00000058063	1.54
ATP11C	ENSG00000101974	1.54
ATP7A	ENSG00000165240	1.54
ATRN	ENSG00000088812	1.54
BAZ2B	ENSG00000123636	1.54
BCL10	ENSG00000142867	1.54
BIRC8	ENSG00000163098	1.54
BNIP2	ENSG00000140299	1.54
BTRC	ENSG00000166167	1.54
C11orf74	ENSG00000166352	1.54
C12orf49	ENSG00000111412	1.54
C1GALT1	ENSG00000106392	1.54
C21orf2	ENSG00000160226	1.54
C2orf15	ENSG00000273045	1.54
C4orf46	ENSG00000205208	1.54
C4orf47	ENSG00000205129	1.54
C5orf58	ENSG00000234511	1.54
CAMSAP3	ENSG00000076826	1.54
CASC1	ENSG00000118307	1.54
CCDC148	ENSG00000153237	1.54
CCIN	ENSG00000185972	1.54
CCNF	ENSG00000162063	1.54
CCNT1	ENSG00000129315	1.54
CCR4	ENSG00000183813	1.54
CCSER1	ENSG00000184305	1.54
CD177	ENSG00000204936	1.54
CD2AP	ENSG00000198087	1.54
CD44	ENSG00000026508	1.54
CDRT1	ENSG00000241322	1.54
CEACAM8	ENSG00000124469	1.54
CHMP2B	ENSG00000083937	1.54
CHPT1	ENSG00000111666	1.54
CITED4	ENSG00000179862	1.54
CLDN6	ENSG00000184697	1.54
CNN2	ENSG00000064666	1.54
COMMD5	ENSG00000170619	1.54
CORO6	ENSG00000167549	1.54
CPA6	ENSG00000165078	1.54
CRK	ENSG00000167193	1.54
CRTAM	ENSG00000109943	1.54
CRTC2	ENSG00000160741	1.54
CRYGD	ENSG00000118231	1.54
CSN1S1	ENSG00000126545	1.54
CTAGE1	ENSG00000212710	1.54
CUL4B	ENSG00000158290	1.54
CXorf40A	ENSG00000197620	1.54
CXorf58	ENSG00000165182	1.54
CYP27B1	ENSG00000111012	1.54
DEC1	ENSG00000173077	1.54
DMRTC1B	ENSG00000184911	1.54
DMRTC2	ENSG00000142025	1.54
DNAJC10	ENSG00000077232	1.54
DOT1L	ENSG00000104885	1.54
DPH6	ENSG00000134146	1.54
DPM2	ENSG00000136908	1.54
DPY19L1	ENSG00000173852	1.54
DRG1	ENSG00000185721	1.54
EBF1	ENSG00000164330	1.54
F11R	ENSG00000158769	1.54
FAM166A	ENSG00000188163	1.54
FBXL3	ENSG00000005812	1.54
FITM2	ENSG00000197296	1.54
FNDC3B	ENSG00000075420	1.54
FOXF1	ENSG00000103241	1.54
FRA10AC1	ENSG00000148690	1.54
FUT11	ENSG00000196968	1.54
FXYD6	ENSG00000137726	1.54
FZD5	ENSG00000163251	1.54
GATAD2A	ENSG00000167491	1.54
GCOM1		1.54
GNB2	ENSG00000172354	1.54
GNL1	ENSG00000204590	1.54
GOLGA6C	ENSG00000167195	1.54
GPALPP1	ENSG00000133114	1.54
GPR160	ENSG00000173890	1.54
GPR176	ENSG00000166073	1.54
GRHL2	ENSG00000083307	1.54
GRSF1	ENSG00000132463	1.54
GZMH	ENSG00000100450	1.54
HCN2	ENSG00000099822	1.54
HESX1	ENSG00000163666	1.54
HIST1H4I	ENSG00000276180	1.54
HOXA6	ENSG00000106006	1.54
ICAM5	ENSG00000105376	1.54
ID1	ENSG00000125968	1.54
IFIT5	ENSG00000152778	1.54
IL23A	ENSG00000110944	1.54
INO80C	ENSG00000153391	1.54
IPO5	ENSG00000065150	1.54
IQCJ-SCHIP1		1.54
IRS4	ENSG00000133124	1.54
ITPA	ENSG00000125877	1.54
KCNJ14	ENSG00000182324	1.54
KIAA0825	ENSG00000185261	1.54
KLC2	ENSG00000174996	1.54
KRT1	ENSG00000167768	1.54
KRT33A	ENSG00000006059	1.54
LCN1	ENSG00000160349	1.54
LCN15	ENSG00000177984	1.54
LEKR1	ENSG00000197980	1.54
LHFPL4	ENSG00000156959	1.54
LIG4	ENSG00000174405	1.54
LIMD2	ENSG00000136490	1.54
LYPLAL1	ENSG00000143353	1.54
MAP3K4	ENSG00000085511	1.54
MBIP	ENSG00000151332	1.54
MCCD1	ENSG00000204511	1.54
MDGA2	ENSG00000139915	1.54
MEMO1	ENSG00000162959	1.54
MEPE	ENSG00000152595	1.54
MIA2	ENSG00000150526	1.54
MMP8	ENSG00000118113	1.54
MOCS2	ENSG00000164172	1.54
MORF4L2	ENSG00000123562	1.54
MRS2	ENSG00000124532	1.54
MSANTD4	ENSG00000170903	1.54
MT1M	ENSG00000205364	1.54
MTIF3	ENSG00000122033	1.54
MUL1	ENSG00000090432	1.54
MYL6	ENSG00000092841	1.54
NAT2	ENSG00000156006	1.54
NFKBIE	ENSG00000146232	1.54
NKTR	ENSG00000114857	1.54
NKX2-1	ENSG00000136352	1.54
NUBPL	ENSG00000151413	1.54
NUDT10	ENSG00000122824	1.54
OARD1	ENSG00000124596	1.54
OAZ1	ENSG00000104904	1.54
PAIP2	ENSG00000120727	1.54
PAQR8	ENSG00000170915	1.54
PARVB	ENSG00000188677	1.54
PAX5	ENSG00000196092	1.54
PCYT2	ENSG00000185813	1.54
PDC	ENSG00000116703	1.54
PDE7A	ENSG00000205268	1.54
PDPR	ENSG00000090857	1.54
PEX1	ENSG00000127980	1.54
PEX19	ENSG00000162735	1.54
PEX6	ENSG00000124587	1.54
PHOX2A	ENSG00000165462	1.54
PHOX2B	ENSG00000109132	1.54
PHYHD1	ENSG00000175287	1.54
PIAS4	ENSG00000105229	1.54
PIH1D1	ENSG00000104872	1.54
PIK3C2A	ENSG00000011405	1.54
PMS1	ENSG00000064933	1.54
PPIP5K2	ENSG00000145725	1.54
PPP1CC	ENSG00000186298	1.54
PRAMEF10	ENSG00000187545	1.54
PRAMEF13		1.54
PRDM1	ENSG00000057657	1.54
PROL1		1.54
PRR7	ENSG00000131188	1.54
PTEN	ENSG00000171862	1.54
RASA2	ENSG00000155903	1.54
RBFA	ENSG00000101546	1.54
REXO2	ENSG00000076043	1.54
RGL4	ENSG00000159496	1.54
RHEBL1	ENSG00000167550	1.54
RPE65	ENSG00000116745	1.54
SCAF4	ENSG00000156304	1.54
SCLY	ENSG00000132330	1.54
SEC22A	ENSG00000121542	1.54
SEC23B	ENSG00000101310	1.54
SEC31A	ENSG00000138674	1.54
SH3BP5L	ENSG00000175137	1.54
SHC3	ENSG00000148082	1.54
SLC25A25	ENSG00000148339	1.54
SLC25A31	ENSG00000151475	1.54
SLC44A5	ENSG00000137968	1.54
SLC5A3	ENSG00000198743	1.54
SMARCC2	ENSG00000139613	1.54
SMIM7	ENSG00000214046	1.54
SOX11	ENSG00000176887	1.54
SPATS1	ENSG00000249481	1.54
STXBP5L	ENSG00000145087	1.54
TBX3	ENSG00000135111	1.54
TCEA1	ENSG00000187735	1.54
TCF3	ENSG00000071564	1.54
TDRD10	ENSG00000163239	1.54
TEAD3	ENSG00000007866	1.54
TECR	ENSG00000099797	1.54
TFAP2B	ENSG00000008196	1.54
TFPI	ENSG00000003436	1.54
THAP3	ENSG00000041988	1.54
TMEM236	ENSG00000148483	1.54
TMEM30A	ENSG00000112697	1.54
TMEM69	ENSG00000159596	1.54
TRIB1	ENSG00000173334	1.54
TXNDC12	ENSG00000117862	1.54
UBE2Z	ENSG00000159202	1.54
VCPIP1	ENSG00000175073	1.54
XPNPEP3	ENSG00000196236	1.54
YWHAG	ENSG00000170027	1.54
ZCCHC10	ENSG00000155329	1.54
ZFAT	ENSG00000066827	1.54
ZFP36L2	ENSG00000152518	1.54
ZNF124	ENSG00000196418	1.54
ZNF20	ENSG00000132010	1.54
ZNF225	ENSG00000256294	1.54
ZNF286B	ENSG00000249459	1.54
ZNF385A	ENSG00000161642	1.54
ZNF532	ENSG00000074657	1.54
ZNF559-ZNF177		1.54
ZNF630	ENSG00000221994	1.54
ZNF714	ENSG00000160352	1.54
ZNF813	ENSG00000198346	1.54
ZNF92	ENSG00000146757	1.54
A1BG	ENSG00000121410	1.23
ABI1	ENSG00000136754	1.23
ACKR4	ENSG00000129048	1.23
ACSM1	ENSG00000166743	1.23
ADAL	ENSG00000168803	1.23
ADAP2	ENSG00000184060	1.23
ADCY8	ENSG00000155897	1.23
AGAP2	ENSG00000135439	1.23
AGTR1	ENSG00000144891	1.23
AGTR2	ENSG00000180772	1.23
ALAS2	ENSG00000158578	1.23
ANKFY1	ENSG00000185722	1.23
ANKIB1	ENSG00000001629	1.23
ANKRD22	ENSG00000152766	1.23
ARAP2	ENSG00000047365	1.23
ARFIP1	ENSG00000164144	1.23
ARHGAP30	ENSG00000186517	1.23
ARHGAP6	ENSG00000047648	1.23
ARID4A	ENSG00000032219	1.23
ARID5A	ENSG00000196843	1.23
ARL15	ENSG00000185305	1.23
ARL2BP	ENSG00000102931	1.23
ARL6IP6	ENSG00000177917	1.23
ARPC5	ENSG00000162704	1.23
ASB3	ENSG00000115239	1.23
ASCL2	ENSG00000183734	1.23
ATF6	ENSG00000118217	1.23
ATF7	ENSG00000170653	1.23
ATG4C	ENSG00000125703	1.23
ATM	ENSG00000149311	1.23
BANK1	ENSG00000153064	1.23
BGLAP	ENSG00000242252	1.23
BHLHB9	ENSG00000198908	1.23
C10orf10	ENSG00000165507	1.23
C12orf42	ENSG00000179088	1.23
C17orf105	ENSG00000231256	1.23
C17orf75	ENSG00000108666	1.23
C1orf43	ENSG00000143612	1.23
C1orf54	ENSG00000118292	1.23
C1QBP	ENSG00000108561	1.23
C1S	ENSG00000182326	1.23
C3orf62	ENSG00000188315	1.23
C7orf25	ENSG00000136197	1.23
C8orf33	ENSG00000182307	1.23
C8orf88	ENSG00000253250	1.23
CAPS2	ENSG00000180881	1.23
CASC3	ENSG00000108349	1.23
CCDC102A	ENSG00000135736	1.23
CCDC102B	ENSG00000150636	1.23
CCDC22	ENSG00000101997	1.23
CCND3	ENSG00000112576	1.23
CD151	ENSG00000177697	1.23
CD244	ENSG00000122223	1.23
CD58	ENSG00000116815	1.23
CDH11	ENSG00000140937	1.23
CEBPD	ENSG00000221869	1.23
CFC1B	ENSG00000152093	1.23
CHAC2	ENSG00000143942	1.23
CHCHD7	ENSG00000170791	1.23
CHMP1A	ENSG00000131165	1.23
CHP1	ENSG00000187446	1.23
CHRNE	ENSG00000108556	1.23
CKAP2L	ENSG00000169607	1.23
CLINT1	ENSG00000113282	1.23
CLTCL1	ENSG00000070371	1.23
CMAS	ENSG00000111726	1.23
CNOT6L	ENSG00000138767	1.23
COA6	ENSG00000168275	1.23
COL11A2	ENSG00000204248	1.23
COMMD2	ENSG00000114744	1.23
COQ10B	ENSG00000115520	1.23
COQ5	ENSG00000110871	1.23
CSF3	ENSG00000108342	1.23
CTAG1A	ENSG00000268651	1.23
CTBP1	ENSG00000159692	1.23
CYP4X1	ENSG00000186377	1.23
CYSLTR2	ENSG00000152207	1.23
DAZAP1	ENSG00000071626	1.23
DCLK3	ENSG00000163673	1.23
DCUN1D4	ENSG00000109184	1.23
DEFB105A	ENSG00000186562	1.23
DLG5	ENSG00000151208	1.23
DLK1	ENSG00000185559	1.23
DNAJB4	ENSG00000162616	1.23
DNAJC24	ENSG00000170946	1.23
DNAJC30	ENSG00000176410	1.23
DUSP22	ENSG00000112679	1.23
DYNLT1	ENSG00000146425	1.23
EFCAB1	ENSG00000034239	1.23
EIF4A2	ENSG00000156976	1.23
EIF4EBP2	ENSG00000148730	1.23
ELMOD1	ENSG00000110675	1.23
EMC6	ENSG00000127774	1.23
EPN1	ENSG00000063245	1.23
ERCC1	ENSG00000012061	1.23
ERCC4	ENSG00000175595	1.23
ERI2	ENSG00000196678	1.23
EXOC6	ENSG00000138190	1.23
EYS	ENSG00000188107	1.23
EZR	ENSG00000092820	1.23
FAM129A	ENSG00000135842	1.23
FAM3B	ENSG00000183844	1.23
FANCB	ENSG00000181544	1.23
FANCE	ENSG00000112039	1.23
FANCF	ENSG00000183161	1.23
FCGBP	ENSG00000275395	1.23
FEM1B	ENSG00000169018	1.23
FES	ENSG00000182511	1.23
FFAR4	ENSG00000186188	1.23
FNIP1	ENSG00000217128	1.23
FOCAD	ENSG00000188352	1.23
FOLH1	ENSG00000086205	1.23
FSTL5	ENSG00000168843	1.23
GATA6	ENSG00000141448	1.23
GATC	ENSG00000257218	1.23
GDF1	ENSG00000130283	1.23
GHITM	ENSG00000165678	1.23
GKN2	ENSG00000183607	1.23
GLI1	ENSG00000111087	1.23
GLRX2	ENSG00000023572	1.23
GLYATL1	ENSG00000166840	1.23
GNE	ENSG00000159921	1.23
GNPNAT1	ENSG00000100522	1.23
GPR155	ENSG00000163328	1.23
GPR20	ENSG00000204882	1.23
GPSM3	ENSG00000213654	1.23
GRXCR2	ENSG00000204928	1.23
GSAP	ENSG00000186088	1.23
GSDMB	ENSG00000073605	1.23
GSTA1	ENSG00000243955	1.23
HCFC1R1	ENSG00000103145	1.23
HDGFRP2		1.23
HEATR5B	ENSG00000008869	1.23
HIST1H4C	ENSG00000197061	1.23
HSPB7	ENSG00000173641	1.23
HYAL4	ENSG00000106302	1.23
ICMT	ENSG00000116237	1.23
IFRD1	ENSG00000006652	1.23
IL31RA	ENSG00000164509	1.23
INPP5F	ENSG00000198825	1.23
IQGAP1	ENSG00000140575	1.23
ITIH3	ENSG00000162267	1.23
JAK1	ENSG00000162434	1.23
JAM2	ENSG00000154721	1.23
KHSRP	ENSG00000088247	1.23
KIAA1377		1.23
KIF15	ENSG00000163808	1.23
KIF2C	ENSG00000142945	1.23
KLHL12	ENSG00000117153	1.23
KNSTRN	ENSG00000128944	1.23
KRT12	ENSG00000187242	1.23
KRTAP1-3	ENSG00000221880	1.23
KRTAP10-6	ENSG00000188155	1.23
KRTAP23-1	ENSG00000186980	1.23
KRTAP9-7	ENSG00000180386	1.23
LCN8	ENSG00000204001	1.23
LETM2	ENSG00000165046	1.23
LHX5	ENSG00000089116	1.23
LOC152586		1.23
LOX	ENSG00000113083	1.23
LRRC71	ENSG00000160838	1.23
LST1	ENSG00000204482	1.23
LYPD6B	ENSG00000150556	1.23
LZIC	ENSG00000162441	1.23
MAD1L1	ENSG00000002822	1.23
MAF	ENSG00000178573	1.23
MAGEA6	ENSG00000197172	1.23
MAGEB5	ENSG00000188408	1.23
MANBAL	ENSG00000101363	1.23
MANSC4	ENSG00000205693	1.23
MAP2K7	ENSG00000076984	1.23
MAPK1IP1L	ENSG00000168175	1.23
MAPK8	ENSG00000107643	1.23
MDH2	ENSG00000146701	1.23
METTL23	ENSG00000181038	1.23
MIPOL1	ENSG00000151338	1.23
MLLT4		1.23
MREG	ENSG00000118242	1.23
MROH9	ENSG00000117501	1.23
MT2A	ENSG00000125148	1.23
MTA3	ENSG00000057935	1.23
MTERFD3		1.23
MTHFD2L	ENSG00000163738	1.23
MYBL1	ENSG00000185697	1.23
N6AMT2		1.23
NCDN	ENSG00000020129	1.23
NDUFA12	ENSG00000184752	1.23
NEK3	ENSG00000136098	1.23
NFKB1	ENSG00000109320	1.23
NPHS2	ENSG00000116218	1.23
NT5C3B	ENSG00000141698	1.23
NT5DC2	ENSG00000168268	1.23
NT5DC3	ENSG00000111696	1.23
NXF3	ENSG00000147206	1.23
OLFML1	ENSG00000183801	1.23
OSBPL8	ENSG00000091039	1.23
P2RY8	ENSG00000182162	1.23
PAGE2	ENSG00000234068	1.23
PALB2	ENSG00000083093	1.23
PAPD5	ENSG00000121274	1.23
PCBD1	ENSG00000166228	1.23
PCDHGC3		1.23
PDCD10	ENSG00000114209	1.23
PDGFRA	ENSG00000134853	1.23
PDHB	ENSG00000168291	1.23
PER3	ENSG00000049246	1.23
PGRMC2	ENSG00000164040	1.23
PIGA	ENSG00000165195	1.23
PIGU	ENSG00000101464	1.23
PIK3CG	ENSG00000105851	1.23
PIWIL3	ENSG00000184571	1.23
PLK2	ENSG00000145632	1.23
PLS3	ENSG00000102024	1.23
POLE4	ENSG00000115350	1.23
PPCDC	ENSG00000138621	1.23
PPID	ENSG00000171497	1.23
PPIH	ENSG00000171960	1.23
PPME1	ENSG00000214517	1.23
PPP2R1B	ENSG00000137713	1.23
PPP5C	ENSG00000011485	1.23
PRKG1	ENSG00000185532	1.23
PROCA1	ENSG00000167525	1.23
PRR5-ARHGAP8		1.23
PSIP1	ENSG00000164985	1.23
PSMD10	ENSG00000101843	1.23
PTGES3L-AARSD1		1.23
PTK7	ENSG00000112655	1.23
PTRH2	ENSG00000141378	1.23
QTRT1	ENSG00000213339	1.23
RAB34	ENSG00000109113	1.23
RAB3GAP2	ENSG00000118873	1.23
RAB6C	ENSG00000222014	1.23
RAD51AP1	ENSG00000111247	1.23
RAD54L2	ENSG00000164080	1.23
RAPGEF6	ENSG00000158987	1.23
RASD2	ENSG00000100302	1.23
RBM4	ENSG00000173933	1.23
RBM45	ENSG00000155636	1.23
RBM47	ENSG00000163694	1.23
RBPJ	ENSG00000168214	1.23
RERE	ENSG00000142599	1.23
RIT1	ENSG00000143622	1.23
RNF128	ENSG00000133135	1.23
RNF13	ENSG00000082996	1.23
ROPN1B	ENSG00000114547	1.23
RRAS2	ENSG00000133818	1.23
S100A10	ENSG00000197747	1.23
SCGB2A2	ENSG00000110484	1.23
SCO1	ENSG00000133028	1.23
SEPHS1	ENSG00000086475	1.23
SFTPA1	ENSG00000122852	1.23
SHCBP1	ENSG00000171241	1.23
SLC35B2	ENSG00000157593	1.23
SLC35D2	ENSG00000130958	1.23
SLC44A3	ENSG00000143036	1.23
SMAD2	ENSG00000175387	1.23
SMG8	ENSG00000167447	1.23
SMIM17	ENSG00000268182	1.23
SMIM19	ENSG00000176209	1.23
SNX16	ENSG00000104497	1.23
SORL1	ENSG00000137642	1.23
